DATE,Quaterly returns
2004-07-01,0.0324817445706377
2004-10-01,-0.010635891360516868
2005-01-01,0.03690507761024685
2005-04-01,-0.004669240780239225
2005-07-01,0.020009378693255146
2005-10-01,0.044327189494550244
2006-01-01,0.09937747463373288
2006-04-01,0.0830238962261173
2006-07-01,-0.052436761303519284
2006-10-01,-0.015391588862872877
2007-01-01,0.17488016356377162
2007-04-01,0.04330145511244536
2007-07-01,-0.014752302672145222
2007-10-01,-0.011134050397152876
2008-01-01,-0.05989866304045414
2008-04-01,-0.1184267087244218
2008-07-01,-0.11013335403679955
2008-10-01,-0.20795261670496507
2009-01-01,-0.31080664487261844
2009-04-01,0.30944705602969685
2009-07-01,0.11763083236026659
2009-10-01,0.2206656162130291
2010-01-01,0.08946912331668373
2010-04-01,0.08277547412413488
2010-07-01,-0.14342810198242126
2010-10-01,0.08222699232622985
2011-01-01,0.059808603054560774
2011-04-01,0.07015371270181998
2011-07-01,0.08960471527402261
2011-10-01,-0.1636388088934468
2012-01-01,0.070182403698819
2012-04-01,0.08986127425444501
2012-07-01,-0.10998460091639282
2012-10-01,0.09981209105548701
2013-01-01,0.09175935783399418
2013-04-01,0.09513084746802412
2013-07-01,0.009580302955846404
2013-10-01,0.07162160126774014
2014-01-01,0.04360261692356194
2014-04-01,-0.0259350339399292
2014-07-01,-0.02106297193027399
2014-10-01,-0.01211689156704145
2015-01-01,0.003324941282989126
2015-04-01,0.046172253456768474
2015-07-01,-0.022467256280994736
2015-10-01,-0.09407519824290067
2016-01-01,0.005643736856458071
2016-04-01,-0.016795660084378515
2016-07-01,0.027711547311242327
2016-10-01,0.08398892997494493
2017-01-01,0.04336732754509596
2017-04-01,0.03816689451259301
2017-07-01,0.03217698031440141
2017-10-01,0.03886094335295879
2018-01-01,0.0230763292768264
2018-04-01,-0.11612368346914816
2018-07-01,0.01805779651234097
2018-10-01,-0.03366418611344166
2019-01-01,-0.13882886093746188
2019-04-01,0.10166363703045908
2019-07-01,0.042077790787289106
2019-10-01,0.02838200474131778
2020-01-01,0.10801740708533503
2020-04-01,-0.30559541178888217
2020-07-01,0.11776960841879208
2020-10-01,0.0072538404534346745
2021-01-01,0.15217054798446078
2021-04-01,0.045525313504459534
2021-07-01,0.04049223937339264
2021-10-01,-0.005489522180768672
2022-01-01,0.06955729670994765
2022-04-01,0.016686736843413378
2022-07-01,-0.013287497336977597
2022-10-01,-0.08079270892787994
2023-01-01,0.11758810813412564
2023-04-01,-0.11928416816764513
